0,303
1,303
2,311
3,129
4,258
5,229
6,134
7,96
8,304
9,311
10,303
11,342
12,132
13,251
14,93
15,39
16,265
17,344
18,342
19,334
20,30
21,77
22,223
23,80
24,303
25,239
26,355
27,314
28,293
29,39
30,225
31,354
32,117
33,226
34,39
35,288
36,147
37,184
38,215
39,308
40,1
41,284
42,267
43,251
44,342
45,316
46,59
47,96
48,42
49,349
50,80
51,223
52,46
53,96
54,192
55,239
56,129
57,225
58,96
59,1
60,334
61,185
62,223
63,39
64,38
65,192
66,106
67,1
68,268
69,99
70,147
71,147
72,97
73,228
74,325
75,311
76,248
77,152
78,84
79,50
80,191
81,39
82,248
83,219
84,212
85,223
86,198
87,138
88,132
89,206
90,181
91,265
92,59
93,337
94,1
95,32
96,293
97,39
98,31
99,41
100,3
101,65
102,99
103,96
104,122
105,178
106,292
107,96
108,200
109,261
110,167
111,36
112,0
113,132
114,219
115,132
116,248
117,135
118,329
119,316
120,125
121,200
122,282
123,248
124,41
125,39
126,223
127,267
128,293
129,258
130,286
131,157
132,188
133,39
134,293
135,68
136,49
137,293
138,293
139,122
140,146
141,95
142,44
143,99
144,129
145,293
146,84
147,112
148,264
149,128
150,287
151,176
152,1
153,118
154,265
155,82
156,288
157,159
158,273
159,132
160,91
161,195
162,225
163,138
164,114
165,223
166,251
167,118
168,41
169,39
170,166
171,147
172,308
173,343
174,300
175,72
176,212
177,96
178,17
179,49
180,194
181,251
182,96
183,72
184,297
185,65
186,249
187,128
188,200
189,168
190,287
191,251
192,293
193,216
194,326
195,311
196,275
197,31
198,342
199,265
200,334
201,236
202,73
203,166
204,106
205,99
206,328
207,288
208,248
209,218
210,342
211,311
212,261
213,273
214,132
215,293
216,1
217,342
218,306
219,192
220,49
221,298
222,349
223,197
224,218
225,129
226,335
227,69
228,155
229,298
230,191
231,223
232,150
233,245
234,126
235,184
236,192
237,187
238,41
239,29
240,1
241,228
242,330
243,308
244,314
245,293
246,137
247,316
248,72
249,223
250,293
251,336
252,254
253,39
254,303
255,282
256,2
257,138
258,144
259,50
260,148
261,286
262,335
263,256
264,279
265,132
266,1
267,39
268,262
269,129
270,248
271,61
272,342
273,248
274,155
275,294
276,267
277,96
278,289
279,316
280,337
281,223
282,120
283,157
284,306
285,83
286,320
287,288
288,248
289,107
290,31
291,255
292,228
293,270
294,132
295,348
296,265
297,293
298,185
299,50
300,292
301,161
302,147
303,283
304,129
305,1
306,80
307,308
308,112
309,293
310,147
311,129
312,115
313,192
314,192
315,357
316,228
317,228
318,293
319,326
320,117
321,49
322,122
323,200
324,131
325,3
326,138
327,320
328,293
329,155
330,246
331,254
332,262
333,293
334,261
335,218
336,262
337,178
338,293
339,269
340,223
341,262
342,293
343,200
344,311
345,262
346,132
347,39
348,178
349,56
350,108
351,38
352,288
353,225
354,228
355,1
356,265
357,65
358,215
359,293
360,248
361,293
362,106
363,253
364,132
365,289
366,228
367,138
368,283
369,342
370,84
371,138
372,288
373,39
374,349
375,228
376,301
377,138
378,39
379,124
380,282
381,96
382,147
383,311
384,254
385,338
386,181
387,218
388,303
389,23
390,342
391,96
392,342
393,265
394,359
395,219
396,41
397,288
398,228
399,147
400,50
401,303
402,279
403,290
404,337
405,159
406,2
407,152
408,223
409,299
410,1
411,251
412,223
413,315
414,289
415,39
416,289
417,251
418,302
419,297
420,132
421,303
422,175
423,135
424,129
425,342
426,138
427,159
428,249
429,311
430,283
431,223
432,41
433,112
434,293
435,288
436,115
437,218
438,100
439,225
440,132
441,38
442,270
443,106
444,27
445,96
446,303
447,1
448,166
449,132
450,1
451,96
452,225
453,160
454,242
455,225
456,342
457,81
458,251
459,138
460,40
461,132
462,248
463,262
464,318
465,248
466,76
467,248
468,256
469,181
470,75
471,99
472,61
473,157
474,294
475,265
476,183
477,100
478,223
479,41
480,1
481,122
482,39
483,316
484,294
485,249
486,288
487,97
488,200
489,132
490,192
491,312
492,288
493,210
494,317
495,254
496,334
497,260
498,141
499,215
500,223
501,83
502,147
503,269
504,306
505,172
506,103
507,107
508,342
509,129
510,265
511,89
512,358
513,39
514,95
515,341
516,316
517,337
518,83
519,172
520,328
521,312
522,248
523,256
524,132
525,303
526,159
527,41
528,132
529,11
530,243
531,268
532,258
533,238
534,118
535,56
536,132
537,288
538,160
539,311
540,106
541,39
542,293
543,138
544,166
545,293
546,50
